0,2,0.13981,0.155618,0.0659285,0.0371954,0.0304807,0.0226244,0.0182315,0.0177151,0.00418906,0.0138906,0.0183519,0.00510441,0.00954804,0.0119358,0.00380721,0.00507975,0.00525429,0.00676446,0.00242371,
0,2,0.1363,0.158076,0.0611892,0.0284448,0.0324038,0.0258327,0.0238617,0.0176966,0.00775395,0.0168945,0.0165095,0.00455685,0.00809891,0.00923061,0.00610874,0.00528997,0.00470331,0.00596442,0.00498966,
0,2,0.126245,0.146566,0.0531432,0.0265302,0.0392874,0.0251403,0.0191156,0.0126784,0.0128719,0.0153619,0.0101725,0.00893028,0.0150355,0.00283886,0.00790107,0.00530644,0.00653373,0.00302155,0.0069332,
0,2,0.158178,0.163785,0.0749146,0.0205628,0.0211426,0.0257931,0.0113704,0.0182462,0.00548902,0.0131616,0.0174137,0.0106082,0.00782143,0.0130864,0.00655232,0.00548357,0.00239849,0.00482377,0.00280432,
0,2,0.140406,0.165495,0.0681938,0.0260639,0.0265757,0.0239147,0.0198965,0.018352,0.00320862,0.0144813,0.0163518,0.00609254,0.00787147,0.0117457,0.00515664,0.00533617,0.00328012,0.00788767,0.00312745,
0,2,0.175512,0.186007,0.0672226,0.0653073,0.0317521,0.0193931,0.0231938,0.015771,0.00758974,0.00446616,0.00839196,0.00540598,0.00886414,0.0063642,0.00488782,0.0036834,0.00307325,0.00345347,0.00178656,
0,2,0.163177,0.173259,0.0658193,0.0558388,0.0304326,0.0220816,0.0254521,0.0168902,0.00778613,0.00519751,0.0103771,0.00407346,0.0105751,0.00528847,0.00332356,0.00405582,0.00317709,0.00321297,0.00234334,
0,2,0.174613,0.186092,0.0726034,0.057492,0.0287248,0.0218494,0.0225436,0.0173303,0.00617573,0.00536288,0.01054,0.00454886,0.00630352,0.00608468,0.004672,0.0029491,0.00358224,0.00270523,0.00247464,
0,2,0.194394,0.211604,0.0767302,0.0594174,0.0264804,0.0256355,0.0211939,0.0205087,0.00587545,0.00646867,0.01285,0.00404238,0.00599048,0.00600389,0.00402555,0.00386098,0.00524722,0.00334495,0.00239694,
0,2,0.164468,0.177823,0.0640592,0.0603405,0.0285582,0.0213314,0.0250749,0.0165238,0.00621518,0.00559808,0.012393,0.00345016,0.0106602,0.00452361,0.00451206,0.00554609,0.00282304,0.00403138,0.00218467,
