0,2,0.13981,0.155618,0.0659285,0.0371954,0.0304807,0.0226244,0.0182315,0.0177151,0.00418906,0.0138906,0.0183519,0.00510441,0.00954804,0.0119358,0.00380721,0.00507975,0.00525429,0.00676446,0.00242371,0.00545559,0.00543664,0.00197547,0.00167159,0.00171181,0.00163803,0.00211867,0.00173739,0.00188454,0.00207524,
0,2,0.1363,0.158076,0.0611892,0.0284448,0.0324038,0.0258327,0.0238617,0.0176966,0.00775395,0.0168945,0.0165095,0.00455685,0.00809891,0.00923061,0.00610874,0.00528997,0.00470331,0.00596442,0.00498966,0.00682262,0.00402976,0.00284879,0.00296601,0.00143738,0.00203487,0.00211896,0.00146338,0.00203134,0.00173376,
0,2,0.126245,0.146566,0.0531432,0.0265302,0.0392874,0.0251403,0.0191156,0.0126784,0.0128719,0.0153619,0.0101725,0.00893028,0.0150355,0.00283886,0.00790107,0.00530644,0.00653373,0.00302155,0.0069332,0.00484659,0.00467368,0.0035271,0.00326317,0.00264451,0.00274039,0.000925582,0.00182561,0.00285981,0.00163465,
0,2,0.158178,0.163785,0.0749146,0.0205628,0.0211426,0.0257931,0.0113704,0.0182462,0.00548902,0.0131616,0.0174137,0.0106082,0.00782143,0.0130864,0.00655232,0.00548357,0.00239849,0.00482377,0.00280432,0.00349569,0.0031983,0.00234202,0.000851391,0.000995048,0.000869692,0.00162209,0.0020073,0.00228906,0.00183302,
0,2,0.140406,0.165495,0.0681938,0.0260639,0.0265757,0.0239147,0.0198965,0.018352,0.00320862,0.0144813,0.0163518,0.00609254,0.00787147,0.0117457,0.00515664,0.00533617,0.00328012,0.00788767,0.00312745,0.00449802,0.00522628,0.00265444,0.00201345,0.00159098,0.00144399,0.00193518,0.00177451,0.00182029,0.00125337,
0,2,0.175512,0.186007,0.0672226,0.0653073,0.0317521,0.0193931,0.0231938,0.015771,0.00758974,0.00446616,0.00839196,0.00540598,0.00886414,0.0063642,0.00488782,0.0036834,0.00307325,0.00345347,0.00178656,0.00177662,0.00382026,0.00271649,0.00182797,0.0025131,0.00210707,0.00270707,0.00208525,0.00232453,0.00132301,
0,2,0.163177,0.173259,0.0658193,0.0558388,0.0304326,0.0220816,0.0254521,0.0168902,0.00778613,0.00519751,0.0103771,0.00407346,0.0105751,0.00528847,0.00332356,0.00405582,0.00317709,0.00321297,0.00234334,0.00302832,0.00373135,0.00179991,0.00284516,0.00118421,0.00216226,0.00105064,0.00125534,0.00170367,0.00254084,
0,2,0.174613,0.186092,0.0726034,0.057492,0.0287248,0.0218494,0.0225436,0.0173303,0.00617573,0.00536288,0.01054,0.00454886,0.00630352,0.00608468,0.004672,0.0029491,0.00358224,0.00270523,0.00247464,0.00184414,0.00340903,0.0027302,0.0022013,0.00173452,0.00241785,0.00209308,0.00131263,0.00132003,0.00206174,
0,2,0.194394,0.211604,0.0767302,0.0594174,0.0264804,0.0256355,0.0211939,0.0205087,0.00587545,0.00646867,0.01285,0.00404238,0.00599048,0.00600389,0.00402555,0.00386098,0.00524722,0.00334495,0.00239694,0.00289705,0.00303634,0.00159496,0.00377905,0.00226795,0.00130801,0.00123652,0.00226734,0.00221482,0.00230057,
0,2,0.164468,0.177823,0.0640592,0.0603405,0.0285582,0.0213314,0.0250749,0.0165238,0.00621518,0.00559808,0.012393,0.00345016,0.0106602,0.00452361,0.00451206,0.00554609,0.00282304,0.00403138,0.00218467,0.002538,0.00279234,0.00151464,0.00276812,0.00213105,0.00192836,0.000590871,0.00132767,0.00110694,0.00199161,
0,2,0.170406,0.160185,0.075045,0.0149851,0.0267462,0.031142,0.0131458,0.0127506,0.00675306,0.00994587,0.0126315,0.0107969,0.00639881,0.0109214,0.00655241,0.00665322,0.00617323,0.00660328,0.00332407,0.00266627,0.00491505,0.00239931,0.00227632,0.00231508,0.000797705,0.00233435,0.00186565,0.00178581,0.00224378,
0,2,0.162246,0.16003,0.0692601,0.0202795,0.0262052,0.0301606,0.0139758,0.0186887,0.00139261,0.0111594,0.0134223,0.00985855,0.00798181,0.0084596,0.00669326,0.00590862,0.00647711,0.00695866,0.00276814,0.00365503,0.0029542,0.00176078,0.00287843,0.00191006,0.00214134,0.00163005,0.00117917,0.00120682,0.00253057,
0,2,0.165158,0.152488,0.0641273,0.0192413,0.0277636,0.0311846,0.0172396,0.0138757,0.0062025,0.0115924,0.00920959,0.010279,0.00735639,0.0093502,0.00731691,0.00653473,0.00431318,0.00699077,0.00478154,0.00285998,0.00549437,0.00396896,0.00237606,0.00115987,0.00157082,0.00110941,0.00125097,0.00149761,0.00217799,
0,2,0.197147,0.145971,0.0661917,0.0288893,0.0317748,0.0269731,0.0174713,0.0131648,0.0103207,0.00973843,0.0167633,0.00933807,0.00782993,0.00773665,0.00552533,0.00906774,0.00613288,0.00633369,0.00597149,0.00516989,0.00230949,0.00398009,0.00409131,0.00119429,0.0020174,0.00173297,0.00115378,0.0013211,0.00119181,
0,2,0.171143,0.150024,0.0658726,0.024548,0.0368893,0.0315212,0.0132755,0.0150676,0.00630544,0.00892596,0.0142371,0.0099923,0.00833668,0.00976857,0.00569169,0.00682457,0.00496392,0.00703563,0.0035355,0.00277668,0.00364545,0.00186144,0.00357853,0.00292141,0.00124179,0.00139509,0.00166071,0.00162576,0.00246912,
0,2,0.120892,0.155877,0.0510752,0.0190936,0.0178511,0.0197979,0.00510478,0.0148521,0.0145424,0.0110784,0.00983341,0.00744365,0.00989746,0.00905329,0.00788943,0.00593694,0.00878886,0.00368007,0.00523196,0.00326533,0.00326401,0.0039408,0.00202506,0.00142027,0.0023048,0.000938819,0.00147262,0.00186471,0.00166338,
0,2,0.10739,0.15709,0.0540197,0.0245927,0.022221,0.0144114,0.00518176,0.0180667,0.0103208,0.0100555,0.0110298,0.00266374,0.0120183,0.00707146,0.00638298,0.00338439,0.00592325,0.00656252,0.00535198,0.00254274,0.00344277,0.00187793,0.00120316,0.00146207,0.00178187,0.00185569,0.0027134,0.000951031,0.00154395,
0,2,0.119069,0.167647,0.0511046,0.0269656,0.0247802,0.0112992,0.00701774,0.0157957,0.0117758,0.0115667,0.0109718,0.00455431,0.00942594,0.0075195,0.00451996,0.00509346,0.00741586,0.00469789,0.00468894,0.004151,0.00434462,0.00208216,0.00128308,0.0022869,0.00135762,0.000625984,0.00130062,0.00212347,0.00180712,
0,2,0.106744,0.159282,0.0564142,0.0218903,0.0221031,0.0159037,0.00688497,0.0161946,0.00678886,0.0127795,0.0129732,0.00192285,0.00956974,0.00828158,0.0044101,0.00423333,0.00735883,0.00372841,0.00455399,0.00326475,0.00272297,0.00188302,0.00185647,0.00197891,0.00218377,0.00204388,0.00161957,0.00121315,0.00143431,
